Reporting - Report PO | PIM;;;;;;;;;;;;;;;
Purchase Order No;Supplier Name;Order Date;Delivery Date;Item ID;Item Name;Item Description;Quantity Ordered;Quantity Delivered;Unit Price;Total Cost;Delivery Status;Defect Rate;Category Barang;Approval Time;Procurment Lead Time
0033/PO/CD/II/2024/CIC/CI;BAKTI PERCETAKAN - JAKARTA;26-02-2024;22-03-2024;30514;UMBUL UMBUL;"Ukuran 9 meter, warna biru, Bahan saten (jahit+obras), Materi: ""Logo CIC"", Ujung bola plastik";"30,00";"30,00";285000;"8.550.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;3 Hari;25 Hari
0033/PO/CD/III/2024/CIC/CIE;SIGMA TECH - BEKASI;08-03-2024;12-03-2024;30956;CHIP LED;"CHIP LED 30 WATT, WRN PUTIH";"50,00";"50,00";55500;"2.775.000,00";Finish;0%;LISTRIK;1 Hari;4 Hari
0033/PO/CD/III/2024/CIC/CIE;SIGMA TECH - BEKASI;08-03-2024;12-03-2024;30922;DRIVER LAMPU LED;DRIVER LED 30 WATT;"50,00";"50,00";61050;"3.052.500,00";Finish;0%;LISTRIK;1 Hari;4 Hari
0033/PO/CD/IV/2024/CIC/MKES;PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA;29-04-2024;;30768;SOFTWARE ADOBE;License Software Renewal Adobe Photoshop Creative Cloud LT - New 365 Day User : Jelisia Ariyanto;"1,00";;8873873;"8.873.873,00";Dalam Proses;0%;KOMPUTER;3 Hari;
0034/PO/CD/II/2024/CIC/CI;Ace Hardware - Cibubur;29-02-2024;18-04-2024;31359;RAMBU LALU LINTAS;"Sign acrylic yes open + sorry close, 2 sisi, Material akrilik, dimensi 17x17x0,5 cm";"2,00";"2,00";89900;"179.800,00";Finish;0%;MEDIA INFORMASI;1 Hari;49 Hari
0034/PO/CD/III/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;08-03-2024;15-03-2024;30855;TABLET;XIAOMI REDMY TAB SE RAM 4 GB ROM 128 GB;"1,00";"1,00";1900000;"1.900.000,00";Finish;0%;KOMUNIKASI;0 Hari;7 Hari
0034/PO/CD/V/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;02-05-2024;;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KCR5ANQ";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;2 Hari;
0035/PO/CD/III/2024/CIC/CI;CV. SUKSES HUTAMA ELITE;08-03-2024;20-03-2024;30810;PITA / TINTA/ TONER PRINTER;Toner 30A;"5,00";"5,00";95000;"475.000,00";Finish;0%;KOMPUTER;3 Hari;12 Hari
0035/PO/CD/III/2024/CIC/CIE;CV ELMAS APARINDO - CILEUNGSI;15-03-2024;13-05-2024;31605;REFILL APAR;"Powder, 3 Kg";"3,00";"3,00";120000;"360.000,00";Finish;0%;PERALATAN KEAMANAN;2 Hari;59 Hari
0035/PO/CD/V/2024/CIC/MKES;CV. Sanjaya - Bekasi;02-05-2024;;30049;KERTAS KOP;"HVS A4, 80gr, logo di kiri atas, alamat di kiri bawah";"50,00";;80000;"4.000.000,00";Dalam Proses;0%;ALAT TULIS KANTOR;2 Hari;
0036/PO/CD/III/2024/CIC/CI;PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA;08-03-2024;27-03-2024;30768;SOFTWARE ADOBE;Renewal License Software Adobe Photoshop CC VIP No. 5D1C28E8EC271BF5096A;"1,00";"1,00";8873873;"8.873.873,00";Finish;0%;KOMPUTER;3 Hari;19 Hari
0036/PO/CD/III/2024/CIC/CIE;"ELMAS APARINDO, CV - CIBINONG";15-03-2024;13-05-2024;31605;REFILL APAR;"Powder, 3 Kg";"4,00";"4,00";120000;"480.000,00";Finish;0%;PERALATAN KEAMANAN;2 Hari;59 Hari
0036/PO/CD/V/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;02-05-2024;;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KCR5ANQ";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;2 Hari;
0037/PO/CD/III/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;08-03-2024;15-03-2024;30702;POWER SUPPLY;"550 Watt, Flexible 20+4pin compliant with INTEL ATX 12V 2.2, Main power & (4+4)pin + EPS 12V connectors";"1,00";"1,00";550000;"550.000,00";Finish;0%;KOMPUTER;1 Hari;7 Hari
0037/PO/CD/III/2024/CIC/CIE;TOKO JASA TANI JONGGOL - BOGOR;15-03-2024;18-04-2024;31766;PUPUK;Pupuk NPK mutiara grower 15-09-20+TE;"5,00";"5,00";24000;"120.000,00";Finish;0%;PERTAMANAN;1 Hari;34 Hari
0037/PO/CD/V/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;07-05-2024;;30957;LAMPU;"15 watt, warna putih";"8,00";;35000;"280.000,00";Dalam Proses;0%;LISTRIK;0 Hari;
0038/PO/CD/III/2024/CIC/CI;CV. SUKSES HUTAMA ELITE;08-03-2024;;30801;DRUM KIT / ROLLER;Toner Brother TN2356 (Drumkit);"6,00";;320000;"1.920.000,00";Dalam Proses;0%;KOMPUTER;1 Hari;
0038/PO/CD/III/2024/CIC/CIE;Ace Hardware - Cibubur;15-03-2024;18-03-2024;31862;WALL MOUNTED / TEMPAT TISUE DINDING;"Tissue dispenser fold white, dimensi 26x10x21cm, warna putih, material plastik";"1,00";"1,00";169915;"169.915,00";Finish;0%;SANITAIR DAN KAMAR MANDI;46 Hari;3 Hari
0038/PO/CD/III/2024/CIC/CIE;Ace Hardware - Cibubur;15-03-2024;18-03-2024;31862;WALL MOUNTED / TEMPAT TISUE DINDING;"Paper dispenser white jumbo CD8002A, dimensi 28x13x27cm, warna putih, material plastik";"2,00";"2,00";212415;"424.830,00";Finish;0%;SANITAIR DAN KAMAR MANDI;46 Hari;3 Hari
0038/PO/CD/V/2024/CIC/MKES;ACE HARDWARE CIBUBUR - Cibubur;14-05-2024;;31697;METERAN;"Panjang 7,5 meter, dimensi 2,5x7,5 meter, self locking, desain ergonomis";"2,00";;63000;"126.000,00";Dalam Proses;0%;PERALATAN KERJA LAPANGAN;4 Hari;
0039/PO/CD/III/2024/CIC/CI;TOHI - BOGOR;08-03-2024;13-03-2024;31043;BAMBU;Panjang +/- 6 meter;"50,00";"50,00";12000;"600.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;5 Hari
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;30629;OBAT - OBATAN LAINNYA;PANADOL HIJAU - 1 BLISTER - 10 KAPLET;"1,00";;19000;"19.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;30629;OBAT - OBATAN LAINNYA;KAPAS SATUAN (BULAT2 KECIL);"2,00";;7000;"14.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;30629;OBAT - OBATAN LAINNYA;isi 100 lembar;"3,00";;55000;"165.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;30629;OBAT - OBATAN LAINNYA;"Obat tetes mata, Erlamcetin";"3,00";;17000;"51.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;30629;OBAT - OBATAN LAINNYA;KASA HIDROPHILE - BINDA;"10,00";;7000;"70.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;30629;OBAT - OBATAN LAINNYA;1/2 inchi;"15,00";;15000;"225.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;32040;OBAT GOSOK / OLES;"Minyak telon, 30 ml";"3,00";;15000;"45.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;30631;OBAT MERAH;30 ML;"5,00";;35000;"175.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;32069;OBAT SAKIT KEPALA;PANADOL BIRU - 1 BLISTER - 10 KAPLET;"1,00";;14000;"14.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/III/2024/CIC/CIE;APOTERK OKE PLUS;15-03-2024;;32069;OBAT SAKIT KEPALA;PANADOL MERAH - 1 BLISTER - 10 KAPLET;"1,00";;17000;"17.000,00";Dalam Proses;0%;KESEHATAN;1 Hari;
0039/PO/CD/V/2024/CIC/MKES;CV. Sanjaya - Bekasi;20-05-2024;31-05-2024;30049;KERTAS KOP;"HVS A4, 80gr, logo dikiri atas, alamat di kiri bawah";"50,00";"50,00";80000;"4.000.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;11 Hari
0040/PO/CD/III/2024/CIC/CI;PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA;08-03-2024;27-03-2024;30768;SOFTWARE ADOBE;SOFTWARE ADOBE CREATIVE/FAMILY;"1,00";"1,00";19280000;"19.280.000,00";Finish;0%;KOMPUTER;1 Hari;19 Hari
0040/PO/CD/III/2024/CIC/CIE;SAHABAT USAHA TEKNIK - BOGOR;19-03-2024;;30957;LAMPU;"Lampu LED, 10 Watt, warna putih";"15,00";;45000;"675.000,00";Dalam Proses;0%;LISTRIK;1 Hari;
0040/PO/CD/V/2024/CIC/MKES;SINOR STORE - TOKOPEDIA (BEKASI);24-05-2024;;30354;SEPATU LAPANGAN;"Warna mocca, Ukuran 45";"1,00";;446999;"446.999,00";Dalam Proses;0%;FASHION;2 Hari;
0041/PO/CD/III/2024/CIC/CI;"MITRA INTEGRASI INFORMATIKA,PT - JL. LETJEN S. PARMAN KAV 28";08-03-2024;;30763;PAKET EMAIL OFFICE 365;License Email O365 an. puterizahra.bella@ciputra.com;"1,00";;382898;"382.898,00";Dalam Proses;0%;KOMPUTER;1 Hari;
0041/PO/CD/III/2024/CIC/CIE;DUNIA PERAHU - JAKARTA;19-03-2024;02-04-2024;32445;HARDENER;Haerdener cairan pengeras;"2,00";"2,00";100000;"200.000,00";Finish;0%;CHEMICAL;1 Hari;14 Hari
0041/PO/CD/III/2024/CIC/CIE;DUNIA PERAHU - JAKARTA;19-03-2024;02-04-2024;31303;VALVE;Tutup pentil ban racer slide;"9,00";"9,00";80000;"720.000,00";Finish;0%;MECHANICAL;1 Hari;14 Hari
0041/PO/CD/V/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;28-05-2024;;31458;AC SPLIT WALL;"AC 1/2 PK, tipe AQA-CR5FQDL";"1,00";;2350000;"2.350.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;
0042/PO/CD/III/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;08-03-2024;15-03-2024;30707;KEYBOARD;"Keyboard tipe K-270 + Mouse M-170, warna hitam";"1,00";"1,00";405000;"405.000,00";Finish;0%;KOMPUTER;0 Hari;7 Hari
0042/PO/CD/III/2024/CIC/CIE;DUNIA PERAHU - JAKARTA;19-03-2024;02-04-2024;31032;LEM;LEM BAN PVC GLUE;"2,00";"2,00";500000;"1.000.000,00";Finish;0%;MATERIAL KONSTRUKSI;2 Hari;14 Hari
0042/PO/CD/V/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;30-05-2024;;31458;AC SPLIT WALL;"AC 1/2 PK, tipe AQA-CR5FQDL";"1,00";;2350000;"2.350.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;
0043/PO/CD/III/2024/CIC/CI;CV. Sanjaya - Bekasi;15-03-2024;19-03-2024;30005;AMPLOP COKLAT;"Ukuran F4, cetak logo & alamat, 1 warna";"500,00";"500,00";1560;"780.000,00";Finish;0%;ALAT TULIS KANTOR;2 Hari;4 Hari
0043/PO/CD/III/2024/CIC/CIE;Ace Hardware - Cibubur;20-03-2024;20-03-2024;30416;KURSI PLASTIK;"Soleil Barvita, Daya Beban: 125 kg, material plastik PP, P/L/T : 56,8 cm, 55,1 cm, 83,5 cm, warna biru";"16,00";"16,00";249900;"3.998.400,00";Finish;0%;FURNITURE - DEKORASI;69 Hari;0 Hari
0043/PO/CD/VI/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;03-06-2024;;31370;BILLBOARD;"Bahan flexi, ukuran 10x7 meter, materi 120juta";"1,00";;2075000;"2.075.000,00";Dalam Proses;0%;MEDIA INFORMASI;4 Hari;
0044/PO/CD/III/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;15-03-2024;16-03-2024;31145;SILINDER KUNCI;SILINDER KUNCI MERK DEKSON DC 80 mm;"1,00";"1,00";185000;"185.000,00";Finish;0%;MATERIAL KONSTRUKSI;2 Hari;1 Hari
0044/PO/CD/III/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;20-03-2024;21-03-2024;30957;LAMPU;"Lampu TL LED 16 Watt , warna putih";"5,00";"5,00";97500;"487.500,00";Finish;0%;LISTRIK;1 Hari;1 Hari
0044/PO/CD/VI/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;03-06-2024;;31458;AC SPLIT WALL;"AC 1/2 PK, tipe AQA-CR5FQDL";"1,00";;2350000;"2.350.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;5 Hari;
0044/PO/CD/VI/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;03-06-2024;;31458;AC SPLIT WALL;"AC 1/2 PK, tipe AQA-CR5FQDL";"1,00";;2350000;"2.350.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;5 Hari;
0044/PO/CD/VI/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;03-06-2024;;31458;AC SPLIT WALL;"AC 1/2 PK, tipe AQA-CR5FQDL";"1,00";;2350000;"2.350.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;5 Hari;
0045/PO/CD/III/2024/CIC/CI;PT MITRA INTEGRASI INFORMATIKA - JAKARTA;15-03-2024;;30642;EMAIL;License Email O365 E1 email official PT. Ciputra Indah Griya Asri;"1,00";;710827;"710.827,00";Dalam Proses;0%;KOMPUTER;2 Hari;
0045/PO/CD/III/2024/CIC/CIE;TOKO GS;22-03-2024;22-04-2024;31032;LEM;Lem padat epoxy;"5,00";"5,00";15000;"75.000,00";Finish;0%;MATERIAL KONSTRUKSI;2 Hari;31 Hari
0045/PO/CD/III/2024/CIC/CIE;TOKO GS;22-03-2024;22-04-2024;31032;LEM;Lem tetes;"10,00";"10,00";8000;"80.000,00";Finish;0%;MATERIAL KONSTRUKSI;2 Hari;31 Hari
0045/PO/CD/VI/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;03-06-2024;;31388;SPANDUK;"Bahanflexi, ukuran 1x2 meter, materi Ciputra Hub";"5,00";;45000;"225.000,00";Dalam Proses;0%;MEDIA INFORMASI;4 Hari;
0046/PO/CD/III/2024/CIC/CI;Toko Buku Gunung Intan - Jonggol;15-03-2024;20-03-2024;30068;CLEAR HOLDER;"Warna bening, ukuran F4";"100,00";"100,00";3750;"375.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;5 Hari
0046/PO/CD/III/2024/CIC/CIE;TOKO GS;22-03-2024;22-04-2024;31035;LEM SEALANT;warna clear;"6,00";"6,00";60000;"360.000,00";Finish;0%;MATERIAL KONSTRUKSI;2 Hari;31 Hari
0047/PO/CD/III/2024/CIC/CI;BAKTI PERCETAKAN - JAKARTA;22-03-2024;25-04-2024;31809;KARTU IDENTITAS;"Wrn putih, logo kiri atas, QR Code sebelah kanan, a.n Bella";"3,00";"3,00";27000;"81.000,00";Finish;0%;RUPA - RUPA;3 Hari;34 Hari
0047/PO/CD/III/2024/CIC/CI;BAKTI PERCETAKAN - JAKARTA;22-03-2024;25-04-2024;31809;KARTU IDENTITAS;"Wrn putih, logo kiri atas, QR Code sebelah kanan, a.n Kusmanto";"3,00";"3,00";27000;"81.000,00";Finish;0%;RUPA - RUPA;3 Hari;34 Hari
0047/PO/CD/III/2024/CIC/CIE;TOKO GS;22-03-2024;22-04-2024;30913;KABEL TIE / TIES;Kabel TIES 250cm;"4,00";"4,00";35000;"140.000,00";Finish;0%;LISTRIK;1 Hari;31 Hari
0047/PO/CD/III/2024/CIC/CIE;TOKO GS;22-03-2024;22-04-2024;31032;LEM;Lem tetes;"5,00";"5,00";8000;"40.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;31 Hari
0048/PO/CD/III/2024/CIC/CI;Toko Buku Gunung Intan - Jonggol;22-03-2024;22-03-2024;30121;STEPLER JILID;"Tipe 0383, Kapasitas Jilid Max.: 210 lembar ( 70 gsm), Dimensi produk : 36 cm (l) x 9 cm(w) x 38 cm (t)";"1,00";"1,00";500000;"500.000,00";Finish;0%;ALAT TULIS KANTOR;2 Hari;0 Hari
0048/PO/CD/III/2024/CIC/CIE;ACE HARDWARE CIBUBUR - Cibubur;22-03-2024;20-05-2024;30320;GANTUNGAN BAJU;Gantungan baju stainlees 2 kait;"7,00";"7,00";79900;"559.300,00";Finish;0%;FASHION;1 Hari;59 Hari
0049/PO/CD/III/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;22-03-2024;26-03-2024;30850;HANDPHONE (HP);Hp Infinix Hot 30 NFC  Ram 8GB Internal 128GB Main Camera Dual 50 MP Selfie Camera Single 8 MP Battery Type Li-Po 5000 mAh;"1,00";"1,00";1800000;"1.800.000,00";Finish;0%;KOMUNIKASI;2 Hari;4 Hari
0050/PO/CD/III/2024/CIC/CI;DASW - Bekasi;25-03-2024;28-03-2024;30123;STEMPEL;"Stampel Trodat,  Tulisan jatuh tempo warna biru, tulisan tgl, bulan, tahun warna merah, tulisan administrasi pembayaran warna biru + tinta stock";"1,00";"1,00";250000;"250.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;3 Hari
0050/PO/CD/III/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;25-03-2024;28-03-2024;30021;BUKU FORM;Cetak warna 4A. 80gr;"1,00";"1,00";130000;"130.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;3 Hari
0050/PO/CD/III/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;25-03-2024;28-03-2024;30021;BUKU FORM;FORM KENAIKAN IPL;"2,00";"2,00";130000;"260.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;3 Hari
0050/PO/CD/III/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;25-03-2024;28-03-2024;30021;BUKU FORM;FORM KENAIKAN IPL;"6,00";"6,00";130000;"780.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;3 Hari
0050/PO/CD/III/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;25-03-2024;28-03-2024;30021;BUKU FORM;FORM KENAIKAN IPL;"7,00";"7,00";130000;"910.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;3 Hari
0051/PO/CD/III/2024/CIC/CI;Desti Advertising - Bekasi;26-03-2024;22-04-2024;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Bella";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;0 Hari;27 Hari
0051/PO/CD/III/2024/CIC/CI;Desti Advertising - Bekasi;26-03-2024;22-04-2024;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Kusmanto";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;0 Hari;27 Hari
0051/PO/CD/III/2024/CIC/CI;Desti Advertising - Bekasi;26-03-2024;22-04-2024;31839;STIKER NAMA KARYAWAN;"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Fitria";"5,00";"5,00";27000;"135.000,00";Finish;0%;RUPA - RUPA;0 Hari;27 Hari
0051/PO/CD/III/2024/CIC/CIE;DIVINE SUCCEES - TOKOPEDIA (JAKARTA);25-03-2024;16-05-2024;30562;VACUUM HEAD;8 roda + kepala T;"2,00";"2,00";2104000;"4.208.000,00";Finish;0%;KEBERSIHAN;5 Hari;52 Hari
0052/PO/CD/III/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;26-03-2024;04-04-2024;30861;CHARGE HT;Adaptor Type C 20 Watt Fast Charging Original Apple;"1,00";"1,00";450000;"450.000,00";Finish;0%;KOMUNIKASI;1 Hari;9 Hari
0052/PO/CD/III/2024/CIC/CIE;PT. PLATBOARD LUTDESINDO;29-03-2024;22-04-2024;31388;SPANDUK;"Bahan : Flexi, Materi : Idul Fitri, Ukuran : 1,15 x 8 meter";"13,00";"13,00";207000;"2.691.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;24 Hari
0053/PO/CD/III/2024/CIC/CI;ABDUL ROHMAN - BOGOR;26-03-2024;07-05-2024;30454;KACA MEJA;Warna Bening Ukuran : Panjang = 140cm & Lebar = 70cm;"1,00";"1,00";320000;"320.000,00";Finish;0%;FURNITURE - DEKORASI;0 Hari;42 Hari
0053/PO/CD/III/2024/CIC/CI;ABDUL ROHMAN - BOGOR;26-03-2024;07-05-2024;30454;KACA MEJA;Warna Hitam Ukuran : Panjang = 240cm & Lebar = 80cm;"2,00";"2,00";590000;"1.180.000,00";Finish;0%;FURNITURE - DEKORASI;0 Hari;42 Hari
0054/PO/CD/IV/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;02-04-2024;;31365;BANNER;"Bahan flexi, materi Meranti, ukuran 269 x 90 cm";"2,00";;54473;"108.946,00";Dalam Proses;0%;MEDIA INFORMASI;1 Hari;
0054/PO/CD/IV/2024/CIC/CIE;Alvin Azizi - Tangerang;04-04-2024;05-04-2024;31388;SPANDUK;"Bahan polyester, uk. 1,15 x 8 meter, materi : liburan idul fitri waterpark, cetak digital printing";"50,00";"50,00";160000;"8.000.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;1 Hari
0055/PO/CD/IV/2024/CIC/CI;Immanuel Offset Printing - Jakarta;02-04-2024;08-05-2024;31796;BAG / TAS BINGKISAN;"Bahan D600, warna hitam, sablon 2 muka";"700,00";"700,00";13500;"9.450.000,00";Finish;0%;RUPA - RUPA;1 Hari;36 Hari
0055/PO/CD/IV/2024/CIC/CIE;BERKAH JAYA - BOGOR;04-04-2024;07-04-2024;32230;KOMPONEN / SPAREPART LAINNYA;TIMING CONTROL TV LED SONY BATAVIA 55 ICH;"1,00";"1,00";1300000;"1.300.000,00";Finish;0%;MECHANICAL;0 Hari;3 Hari
0056/PO/CD/IV/2024/CIC/CI;Alvin Azizi - Tangerang;02-04-2024;22-04-2024;31388;SPANDUK;"Bahan polyester, materi : rumah 2 kamar harga mulai dari 230 jutaan,  uk 800 x 115 cm";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0056/PO/CD/IV/2024/CIC/CIE;PT. Kencana Sukses Mandiri - Jakarta;05-04-2024;02-05-2024;30956;CHIP LED;"30 watt, warna putih, COB";"100,00";"100,00";65000;"6.500.000,00";Finish;0%;LISTRIK;1 Hari;27 Hari
0056/PO/CD/IV/2024/CIC/CIE;PT. Kencana Sukses Mandiri - Jakarta;05-04-2024;02-05-2024;30922;DRIVER LAMPU LED;"30 watt, 900 mh";"100,00";"100,00";75000;"7.500.000,00";Finish;0%;LISTRIK;1 Hari;27 Hari
0057/PO/CD/IV/2024/CIC/CI;CV. SUKSES HUTAMA ELITE;03-04-2024;02-05-2024;30810;PITA / TINTA/ TONER PRINTER;Tinta Epson 003 Black;"15,00";"15,00";35000;"525.000,00";Finish;0%;KOMPUTER;1 Hari;29 Hari
0057/PO/CD/IV/2024/CIC/CIE;ONDA OFFICIAL STORE - TOKOPEDIA (TANGERANG);26-04-2024;;32258;SPAREPART KERAN/KRAN AIR;"Kran air tembok, tipe A-801T, 1/2 inch";"5,00";;99000;"495.000,00";Dalam Proses;0%;SANITAIR DAN KAMAR MANDI;3 Hari;
0058/PO/CD/IV/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;03-04-2024;22-04-2024;31370;BILLBOARD;"Bahan flexi, materi Idul fitri, lokasi depan SPBU, uk 9x7 meter";"1,00";"1,00";1917500;"1.917.500,00";Finish;0%;MEDIA INFORMASI;1 Hari;19 Hari
0058/PO/CD/IV/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;26-04-2024;;30021;BUKU FORM;"Cetak warna, kertas 4A. 80gr";"7,00";;130000;"910.000,00";Dalam Proses;0%;ALAT TULIS KANTOR;3 Hari;
0058/PO/CD/IV/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;26-04-2024;;30021;BUKU FORM;"Cetak warna, kertas A4. 80gr";"7,00";;130000;"910.000,00";Dalam Proses;0%;ALAT TULIS KANTOR;3 Hari;
0058/PO/CD/IV/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;26-04-2024;;30021;BUKU FORM;"Cetak warna, kertas A4. 80gr";"7,00";;130000;"910.000,00";Dalam Proses;0%;ALAT TULIS KANTOR;3 Hari;
0059/PO/CD/IV/2024/CIC/CI;Toko Buku Gunung Intan - Jonggol;03-04-2024;05-04-2024;30118;ISI STAPLER;isi stapler kecil No 10;"50,00";"50,00";8000;"400.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;2 Hari
0059/PO/CD/IV/2024/CIC/CI;Toko Buku Gunung Intan - Jonggol;03-04-2024;05-04-2024;30096;PAPER CLIPS;Trigonal no 3;"30,00";"30,00";5000;"150.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;2 Hari
0059/PO/CD/IV/2024/CIC/CIE;CJ SANITARY - TOKOPEDIA (JAKARTA);26-04-2024;;32278;SPAREPART SHOWER;Kepala shower tipe SO 230;"3,00";;115000;"345.000,00";Dalam Proses;0%;SANITAIR DAN KAMAR MANDI;3 Hari;
0060/PO/CD/IV/2024/CIC/CI;Alvin Azizi - Tangerang;05-04-2024;06-04-2024;31388;SPANDUK;"Bahan polyester, Uk. 115 x 800cm, materi : ucapan idul fitri";"50,00";"50,00";68000;"3.400.000,00";Finish;0%;MEDIA INFORMASI;0 Hari;1 Hari
0060/PO/CD/V/2024/CIC/CIE;ACE HARDWARE CIBUBUR - Cibubur;02-05-2024;02-05-2024;30320;GANTUNGAN BAJU;"Bahan stainless, 3 hook";"2,00";"2,00";79900;"159.800,00";Finish;0%;FASHION;38 Hari;0 Hari
0060/PO/CD/V/2024/CIC/CIE;ACE HARDWARE CIBUBUR - Cibubur;02-05-2024;02-05-2024;30406;KURSI / SOFA LAINNYA;"Soleil Barvita, Daya Beban: 125 kg, material plastik PP, P/L/T : 56,8 cm, 55,1 cm, 83,5 cm, warna peach";"16,00";"16,00";249900;"3.998.400,00";Finish;0%;FURNITURE - DEKORASI;38 Hari;0 Hari
0061/PO/CD/IV/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;23-04-2024;26-04-2024;31365;BANNER;"Roll Banner, bahan : flexi, materi Meranti, Uk 200x80 cm";"2,00";"2,00";450000;"900.000,00";Finish;0%;MEDIA INFORMASI;4 Hari;3 Hari
0061/PO/CD/V/2024/CIC/CIE;APOTERK OKE PLUS;02-05-2024;14-05-2024;30629;OBAT - OBATAN LAINNYA;PANADOL HIJAU - 1 BLISTER - 10 KAPLET;"1,00";"1,00";19000;"19.000,00";Finish;0%;KESEHATAN;2 Hari;12 Hari
